Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",238.4,22.5,194.3,282.5,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",93.0,15.2,63.1,122.9,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Other,"Visit rate (per 1,000 people)",77.2,13.0,51.8,102.7,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,Total,All visits,"Visit rate (per 1,000 people)",81.1,5.3,70.7,91.5,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By sex,Female,"Visit rate (per 1,000 people)",78.1,5.8,66.7,89.5,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By sex,Male,"Visit rate (per 1,000 people)",84.3,5.3,73.8,94.7,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,0-17 years old,"Visit rate (per 1,000 people)",103.1,11.1,81.3,125.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,18-44 years old,"Visit rate (per 1,000 people)",82.7,6.3,70.4,95.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,45-64 years old,"Visit rate (per 1,000 people)",60.8,4.5,51.9,69.7,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,65+ years old,"Visit rate (per 1,000 people)",79.0,6.1,67.0,90.9,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",82.7,6.4,70.2,95.2,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",125.6,12.2,101.7,149.6,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",70.5,10.4,50.1,91.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",31.3,5.2,21.1,41.6,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,Northeast,"Visit rate (per 1,000 people)",73.4,5.5,62.7,84.2,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,Midwest,"Visit rate (per 1,000 people)",78.6,7.5,63.8,93.3,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,South,"Visit rate (per 1,000 people)",90.1,9.8,70.9,109.3,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,West,"Visit rate (per 1,000 people)",74.5,13.8,47.5,101.5,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",76.0,6.2,63.8,88.2,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",112.2,18.0,77.0,147.4,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",39.5,3.9,32.0,47.1,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,"Visit rate (per 1,000 people)",76.2,5.7,65.0,87.4,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",162.9,15.0,133.4,192.4,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",64.7,9.7,45.8,83.6,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,"Visit rate (per 1,000 people)",130.2,14.0,102.8,157.6,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,"Visit rate (per 1,000 people)",48.9,4.1,40.8,56.9,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Female,"Visit rate (per 1,000 people)",52.7,4.9,43.2,62.3,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Male,"Visit rate (per 1,000 people)",44.8,4.0,37.0,52.6,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By age,0-17 years old,"Visit rate (per 1,000 people)",92.5,10.9,71.2,113.9,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By age,18-44 years old,"Visit rate (per 1,000 people)",36.9,3.3,30.5,43.3,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By age,45-64 years old,"Visit rate (per 1,000 people)",30.2,3.8,22.7,37.8,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By age,65+ years old,"Visit rate (per 1,000 people)",43.8,5.2,33.5,54.0,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",38.7,3.7,31.4,45.9,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",101.2,12.8,76.2,126.2,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",61.1,10.3,41.0,81.2,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",20.1,4.5,11.3,29.0,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Northeast,"Visit rate (per 1,000 people)",41.2,6.3,29.0,53.5,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Midwest,"Visit rate (per 1,000 people)",39.1,5.5,28.2,49.9,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By region,South,"Visit rate (per 1,000 people)",58.9,8.8,41.7,76.1,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By region,West,"Visit rate (per 1,000 people)",46.8,7.8,31.6,62.0,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",48.0,5.0,38.2,57.7,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",54.3,10.6,33.5,75.0,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",15.7,1.5,12.7,18.7,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",44.7,4.6,35.7,53.6,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",134.1,15.1,104.5,163.7,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",38.7,6.7,25.6,51.9,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Other,"Visit rate (per 1,000 people)",23.0,5.3,12.7,33.3,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,Total,All visits,"Visit rate (per 1,000 people)",34.5,2.6,29.4,39.6,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Female,"Visit rate (per 1,000 people)",37.4,2.8,32.0,42.9,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Male,"Visit rate (per 1,000 people)",31.5,2.8,26.0,37.0,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",13.8,2.3,9.4,18.3,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",37.0,3.1,30.9,43.2,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",42.3,4.0,34.4,50.3,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,65+ years old,"Visit rate (per 1,000 people)",45.4,5.0,35.5,55.2,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",32.0,3.1,25.9,38.1,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",77.0,10.4,56.6,97.4,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",25.3,3.9,17.7,32.9,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",12.3,2.8,6.8,17.7,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Northeast,"Visit rate (per 1,000 people)",33.5,3.6,26.6,40.5,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Midwest,"Visit rate (per 1,000 people)",27.8,3.3,21.4,34.3,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,South,"Visit rate (per 1,000 people)",44.5,5.7,33.4,55.6,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,West,"Visit rate (per 1,000 people)",25.1,4.7,16.0,34.2,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",33.2,3.0,27.3,39.2,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",42.3,8.6,25.5,59.1,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",15.0,1.6,11.8,18.2,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",50.1,5.3,39.8,60.4,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",57.3,5.9,45.7,68.9,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",26.4,4.6,17.3,35.5,Yes
2019,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Other,"Visit rate (per 1,000 people)",42.5,9.2,24.4,60.5,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",27.8,2.0,23.8,31.8,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",30.7,2.5,25.8,35.7,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",24.8,2.1,20.8,28.8,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",22.4,3.1,16.2,28.5,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",30.9,3.0,25.0,36.7,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",26.7,2.9,21.1,32.3,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",30.5,3.1,24.4,36.6,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",26.4,2.3,21.8,30.9,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",47.8,5.6,36.8,58.8,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",26.9,3.8,19.5,34.3,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",12.0,2.6,7.0,17.0,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By region,Northeast,"Visit rate (per 1,000 people)",27.6,2.6,22.6,32.7,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By region,Midwest,"Visit rate (per 1,000 people)",24.9,3.5,18.1,31.8,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By region,South,"Visit rate (per 1,000 people)",32.0,4.2,23.8,40.2,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By region,West,"Visit rate (per 1,000 people)",23.8,4.0,16.0,31.6,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",26.7,2.4,21.9,31.4,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",34.8,6.2,22.8,46.9,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",11.2,1.4,8.5,13.9,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",29.5,2.7,24.2,34.9,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",57.0,6.2,44.9,69.1,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",26.0,4.9,16.4,35.6,Yes
2019,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Other,"Visit rate (per 1,000 people)",17.5,4.0,9.7,25.3,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,Total,All visits,"Visit rate (per 1,000 people)",24.5,2.0,20.7,28.4,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,"Visit rate (per 1,000 people)",32.8,2.9,27.1,38.5,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,"Visit rate (per 1,000 people)",15.8,1.6,12.8,18.9,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,"Visit rate (per 1,000 people)",12.1,1.9,8.4,15.8,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,"Visit rate (per 1,000 people)",32.4,3.1,26.3,38.5,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,"Visit rate (per 1,000 people)",16.6,1.8,13.0,20.2,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,"Visit rate (per 1,000 people)",36.9,4.8,27.5,46.4,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",23.7,2.3,19.2,28.3,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",39.3,4.8,29.8,48.8,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",23.7,3.0,17.7,29.6,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",11.2,2.7,5.9,16.6,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Northeast,"Visit rate (per 1,000 people)",18.4,1.9,14.6,22.2,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Midwest,"Visit rate (per 1,000 people)",24.6,2.2,20.2,29.0,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,South,"Visit rate (per 1,000 people)",27.7,4.0,19.9,35.5,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,West,"Visit rate (per 1,000 people)",23.8,4.6,14.8,32.8,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",23.4,2.1,19.2,27.6,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",31.2,7.1,17.4,45.1,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",10.6,1.3,8.2,13.1,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",31.5,3.8,24.0,39.1,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",48.0,5.0,38.2,57.8,Yes
2019,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",22.1,4.4,13.6,30.7,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",Total,All visits,"Visit rate (per 1,000 people)",17.6,1.3,15.0,20.2,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Female,"Visit rate (per 1,000 people)",14.7,1.4,11.9,17.5,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Male,"Visit rate (per 1,000 people)",20.7,1.8,17.1,24.2,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,"Visit rate (per 1,000 people)",7.1,1.4,4.4,9.7,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,18-44 years old,"Visit rate (per 1,000 people)",27.1,2.4,22.4,31.7,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,45-64 years old,"Visit rate (per 1,000 people)",18.5,2.0,14.6,22.4,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,65+ years old,"Visit rate (per 1,000 people)",10.2,1.6,7.2,13.3,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",18.3,1.8,14.8,21.8,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",32.1,4.1,24.1,40.1,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",10.5,1.6,7.3,13.7,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",7.8,2.1,3.7,11.9,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,"Visit rate (per 1,000 people)",19.8,3.1,13.9,25.8,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,"Visit rate (per 1,000 people)",18.3,2.7,13.0,23.6,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,"Visit rate (per 1,000 people)",17.4,2.4,12.6,22.1,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,"Visit rate (per 1,000 people)",15.8,2.2,11.5,20.2,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",17.8,1.4,14.9,20.6,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",16.6,3.9,9.0,24.2,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",5.8,0.6,4.5,7.0,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,"Visit rate (per 1,000 people)",13.0,1.6,9.8,16.1,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",43.3,5.0,33.6,53.0,Yes
2019,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",21.3,3.6,14.2,28.3,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,"Visit rate (per 1,000 people)",16.7,1.3,14.2,19.2,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,"Visit rate (per 1,000 people)",16.1,1.4,13.4,18.9,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,"Visit rate (per 1,000 people)",17.4,1.7,14.0,20.7,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,"Visit rate (per 1,000 people)",7.2,1.0,5.2,9.2,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,"Visit rate (per 1,000 people)",21.8,2.3,17.3,26.3,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,"Visit rate (per 1,000 people)",50.5,4.0,42.7,58.4,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",18.4,1.6,15.4,21.5,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",26.7,3.4,20.0,33.5,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",9.4,1.9,5.8,13.1,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,"Visit rate (per 1,000 people)",14.5,1.7,11.2,17.8,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,"Visit rate (per 1,000 people)",15.0,1.9,11.2,18.8,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,"Visit rate (per 1,000 people)",20.4,2.5,15.5,25.2,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,"Visit rate (per 1,000 people)",14.1,3.0,8.2,19.9,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",15.2,1.4,12.5,17.8,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",26.2,4.7,17.0,35.4,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6.8,0.9,5.0,8.6,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",45.2,3.4,38.5,51.8,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",12.9,2.0,9.0,16.9,Yes
2019,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",8.4,1.9,4.6,12.1,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,Total,All visits,"Visit rate (per 1,000 people)",12.9,1.1,10.8,15.1,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Female,"Visit rate (per 1,000 people)",13.1,1.3,10.6,15.6,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Male,"Visit rate (per 1,000 people)",12.8,1.3,10.3,15.3,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",27.2,4.4,18.5,35.9,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",9.4,0.9,7.6,11.2,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",6.7,1.2,4.4,9.1,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,65+ years old,"Visit rate (per 1,000 people)",10.8,2.1,6.6,15.0,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",9.8,1.1,7.6,12.0,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",25.5,3.6,18.4,32.5,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",18.2,3.5,11.3,25.0,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",5.9,1.5,2.9,8.9,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Northeast,"Visit rate (per 1,000 people)",14.7,2.7,9.5,20.0,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Midwest,"Visit rate (per 1,000 people)",13.5,2.4,8.7,18.2,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,South,"Visit rate (per 1,000 people)",14.7,2.1,10.6,18.7,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,West,"Visit rate (per 1,000 people)",8.5,1.1,6.3,10.7,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",13.3,1.3,10.7,15.9,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",10.8,3.2,4.6,17.0,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",4.1,0.6,3.0,5.3,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicare,"Visit rate (per 1,000 people)",11.1,2.0,7.1,15.1,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",37.8,5.9,26.2,49.5,Yes
2019,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",10.7,2.4,5.9,15.5,Yes
2019,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,Total,All visits,"Visit rate (per 1,000 people)",15.3,1.2,13.0,17.7,Yes
2019,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Female,"Visit rate (per 1,000 people)",13.0,1.3,10.5,15.5,Yes
2019,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Male,"Visit rate (per 1,000 people)",17.8,1.5,14.8,20.8,Yes
2019,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",18.7,3.2,12.3,25.0,Yes
